관리코드,시도,시군구,기관명,URL,QA상태,추천파서,발견,유효,무효,HTTP,오류코드,오류메시지,표본,응답시간ms
"LGS-000011","서울특별시","도봉구","도봉구청","https://www.dobong.go.kr/","PARSER_UNSUPPORTED","SAEOL_GOSI","0","0","0","200","","","","1524"
"LGS-000012","서울특별시","노원구","노원구청","https://www.nowon.kr/","PARTIAL","GENERIC_LIST","1180","4","1176","200","","","포토뉴스 / 2026-07-10 / https://www.nowon.kr/www/index.do#photo-board | 2026.07.10 힐링냉장고 운영도우미 교육 개최 / 2026-07-10 / https://www.nowon.kr/www/user/bbs/BD_selectBbs.do?q_bbsCode=1005&q_bbscttSn=20260710160621904&q_clCode=0&q_estnColumn1=11&q_ntceSiteCode=11 | 2026.07.09 ‘2026 우리 노원 희망여름 착!착!착! 나눔 캠페인’ 출범식 / 2026-07-09 / https://www.nowon.kr/www/user/bbs/BD_selectBbs.do?q_bbsCode=1005&q_bbscttSn=20260709165146464&q_clCode=0&q_estnColumn1=11&q_ntceSiteCode=11","1477"
"LGS-000013","서울특별시","은평구","은평구청","https://www.ep.go.kr/dong/selectBbsNttList.do?bbsNo=42","FAILED","","0","0","0","417","HTTP_ERROR","HTTP 417","","118"
"LGS-000014","서울특별시","서대문구","서대문구청","https://www.sdm.go.kr/news/news/notice.do","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","897"
"LGS-000015","서울특별시","마포구","마포구청","https://www.mapo.go.kr/","PASS","HEURISTIC_NOTICE","23","23","0","200","","","2026년 마포구 여름방학 영어캠프 안내 / 2026-07-06 / https://www.mapo.go.kr/site/main/board/notice/276439 | 2026년 장애인복지유공자 표창 대상자 추천 안내 / 2026-07-10 / https://www.mapo.go.kr/site/main/board/notice/276725 | 통신장비 교체 작업에 따른 홈페이지 중단 안내 / 2026-07-10 / https://www.mapo.go.kr/site/main/board/notice/276718","928"
"LGS-000016","서울특별시","양천구","양천구청","https://www.yangcheon.go.kr/site/yangcheon/ex/seol/seolCollectList.do","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","654"
"LGS-000017","서울특별시","강서구","강서구청","https://www.gangseo.seoul.kr/eco/eco060101","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","269"
"LGS-000018","서울특별시","구로구","구로구청","https://www.guro.go.kr/www/selectBbsNttList.do?bbsNo=662&key=1790&pageIndex=1&pageUnit=10&searchCnd=SJ&searchKrwd=%EC%86%8C%EC%83%81%EA%B3%B5%EC%9D%B8","PASS","HEURISTIC_NOTICE","10","10","0","200","","","2026년 구로구 소상공인 디지털 역량강화 교육 수강생 모집 / 2026-06-08 / https://www.guro.go.kr/www/selectBbsNttView.do?bbsNo=662&nttNo=234928&&pageUnit=10&searchCnd=SJ&searchKrwd=%EC%86%8C%EC%83%81%EA%B3%B5%EC%9D%B8&key=1790&pageIndex=1 | (~5.8.)「소상공인 LP가스시설 개선사업」 안내 / 2026-04-29 / https://www.guro.go.kr/www/selectBbsNttView.do?bbsNo=662&nttNo=233475&&pageUnit=10&searchCnd=SJ&searchKrwd=%EC%86%8C%EC%83%81%EA%B3%B5%EC%9D%B8&key=1790&pageIndex=1 | [2026년 소상공인 새 길 여는 폐업지원] 지원대상 모집 / 2026-04-13 / https://www.guro.go.kr/www/selectBbsNttView.do?bbsNo=662&nttNo=232330&&pageUnit=10&searchCnd=SJ&searchKrwd=%EC%86%8C%EC%83%81%EA%B3%B5%EC%9D%B8&key=1790&pageIndex=1","1193"
"LGS-000019","서울특별시","금천구","금천구청","https://www.geumcheon.go.kr/portal/selectBbsNttList.do?bbsNo=150682&key=4099","PARTIAL","SPRING_BBS","30","11","19","200","","","2026 서울시 외식업 경영혁신 컨설팅 지원사업 / 2026-05-18 / https://www.geumcheon.go.kr/portal/selectBbsNttView.do?key=4099&bbsNo=150682&nttNo=269256&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&integrDeptCode= | 2026년도 서울특별시 중소기업육성자금 3분기 접수안내(수정) / 2026-07-01 / https://www.geumcheon.go.kr/portal/selectBbsNttView.do?key=4099&bbsNo=150682&nttNo=266647&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&integrDeptCode= | ""다시서기 프로젝트"" 지원사업(하반기) 새글 / 2026-07-08 / https://www.geumcheon.go.kr/portal/selectBbsNttView.do?key=4099&id=&bbsNo=150682&nttNo=269994&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&integrDeptCode=&searchDeptCode=","356"
"LGS-000020","서울특별시","영등포구","영등포구청","https://www.ydp.go.kr/www/contents.do?key=3336","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","182"
"LGS-000021","서울특별시","동작구","동작구청","https://www.dongjak.go.kr/","PARSER_UNSUPPORTED","SAEOL_GOSI","0","0","0","200","","","","2182"
"LGS-000022","서울특별시","관악구","관악구청","https://www.gwanak.go.kr/site/gwanak/09/10905100000002023020811.jsp","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","250"
"LGS-000023","서울특별시","서초구","서초구청","https://www.seocho.go.kr/site/seocho/04/10409100000002021072101.jsp","PARSER_UNSUPPORTED","SAEOL_GOSI","0","0","0","200","","","","299"
"LGS-000024","서울특별시","강남구","강남구청","https://www.gangnam.go.kr/board/B_000001/list.do?mid=ID05_040101","PASS","SAEOL_GOSI","10","10","0","200","","","2026년도 여름방학 대학생 행정체험 연수자의 근무지 배치 결과 안내 / 2026-07-10 / https://www.gangnam.go.kr/board/B_000001/1076532/view.do?mid=ID05_040101 | 2026년 임산부 친환경농산물 지원사업 신청안내 / 2026-07-10 / https://www.gangnam.go.kr/board/B_000001/1076528/view.do?mid=ID05_040101 | 서울특별시 중점 공회전 제한장소 변경지정 공고 / 2026-07-09 / https://www.gangnam.go.kr/board/B_000001/1076530/view.do?mid=ID05_040101","437"
"LGS-000025","서울특별시","송파구","송파구청","https://www.songpa.go.kr/www/selectGosiList.do?key=2776","PASS","SAEOL_GOSI","10","10","0","200","","","2026년 하반기 동행일자리사업(스쿨존 교통안전지킴이) 참여자 모집 공고 / 2026-07-10 / https://www.songpa.go.kr/www/selectGosiData.do?not_ancmt_mgt_no=33233&searchCnd=all&searchKrwd=&pageIndex=1&key=2776 | 공공기관 종합청렴도 평가 관련 개인정보 제3자 제공사항 알림 / 2026-07-10 / https://www.songpa.go.kr/www/selectGosiData.do?not_ancmt_mgt_no=33241&searchCnd=all&searchKrwd=&pageIndex=1&key=2776 | 불법주정차 무인단속 CCTV 신규설치(기부채납) 행정예고 / 2026-07-10 / https://www.songpa.go.kr/www/selectGosiData.do?not_ancmt_mgt_no=33252&searchCnd=all&searchKrwd=&pageIndex=1&key=2776","418"
"LGS-000026","서울특별시","강동구","강동구청","https://www.gangdong.go.kr/web/newportal/contents/gdp_005_008_004_002_001","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","491"
"LGS-000027","부산광역시","부산광역시","부산광역시청","http://www.busan.go.kr/nbnews","PASS","SPRING_BBS","11","11","0","200","","","부산시, 시민의 삶을 지키는 민생 100일 비상조치 추진 / 2026-07-02 / https://www.busan.go.kr/nbnews/1738221?curPage=&srchBeginDt=2025-07-10&srchEndDt=2026-07-10&searchKey=&searchText= | 오직 부산튜브에서! 야외 오페라 카르멘 / 2026-07-10 / https://www.busan.go.kr/nbnews/1740022?curPage=&srchBeginDt=2025-07-10&srchEndDt=2026-07-10&srchKey=&srchText= | 2026년 초등학생 여름방학 전통문화 체험교실 안내 / 2026-07-10 / https://www.busan.go.kr/nbnews/1739952?curPage=&srchBeginDt=2025-07-10&srchEndDt=2026-07-10&srchKey=&srchText=","745"
"LGS-000028","부산광역시","중구","중구청","http://www.bsjunggu.go.kr/board/list.junggu?boardId=BBS_0000001&menuCd=DOM_000000103001001000&contentsSid=101","PASS","HEURISTIC_NOTICE","10","10","0","200","","","2026년 하반기 찾아가는 칼갈이 수리센터 운영 안내 / 2026-07-09 / https://www.bsjunggu.go.kr/board/view.junggu?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=257265 | 2026년 핑크문화데이 운영 안내(7~8월) / 2026-07-09 / https://www.bsjunggu.go.kr/board/view.junggu?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=257247 | 「2026년 지진안전 AI 영상 공모전」개최 알림 / 2026-07-08 / https://www.bsjunggu.go.kr/board/view.junggu?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=257230","484"
"LGS-000029","부산광역시","서구","서구청","http://www.bsseogu.go.kr/board/list.bsseogu?boardId=BBS_0000039&menuCd=DOM_000000103001012000&contentsSid=877&cpath=","PARTIAL","GENERIC_LIST","510","8","502","200","","","관내 공동주택 승강기 안전사고 예방을 위한 안전 신호등 설치 홍보 1. 시 건축정책과-6059(2026.4.13.)호와 관련입니다. 2.「시장 지시 사항 제6호」에 따라 승강기 이용자의 시인성 확보 및 출입문 부딪힘·끼임 사고 방지를 위해 『승강기 출입문 안전 신호등 설치 사업』을 시민 편익으로 연결될 수 있도록 홍보코자 합니다. ㅁ목적 ·승강기 출입문의 개폐 상태를 시각·청각적으로 안내하여 노약자 및 교통약자의 충돌 사고를 예방하고 이용 편의 증진 ㅁ내용 ·공동주택 내 승강기 신규 설치 및 노후 승강기 교체(정밀안전검사 대상 승강기 안전 부품 교체 포함) 시, ‘승강기 출입문 안전 신호등’과 같은 안전 보조 시스템의 추가 설치를 권고 2026.07.09 일자리경제과 조회수 : 23 / 2026-07-09 / https://www.bsseogu.go.kr/board/view.do?boardId=BBS_0000039&menuCd=DOM_000000103001012000&orderBy=REGISTER_DATE%20DESC&paging=ok&startPage=1&dataSid=274203 | 승강기 사고배상 책임보험 의무가입 안내 승강기 사고배상 책임보험 의무가입 ○ 목 적 : 승강기 안전관리 강화를 위하여 관리주체에게 승강기의 사고로 승강기 이용자 등 다른 사람의 생명·신체 또는 재산상의 손해를 발생하는 경우 그 손해에 대한 배상을 보장하기 위한 보험가입을 의무화 함. ○ 관련법규 : 승강기안전관리법 제30조 및 같은 법 부칙 제8조 ○ 의무가입 대상 : 관리주체 ○ 가입시기 : 1. 승강기안전관리법 제28조제1항에 따른설치검사를 받은 날 2.관리주체가 변경된 경우 그 변경된 날 3.책임보험의 만료일 이내 ○ 보험종류 : 승강기 사고배상 책임보험 등 ○ 행정처분 : 보험 미가입 시(승강기 안전관리법 제82조제2항제12호) 500만원 이하 과태료 첨부 : 법령 및 안내문 1부 문의 : 서구청 일자리경제과 ☎051-240-5623 2026.07.09 일자리경제과 조회수 : 24 / 2026-07-09 / https://www.bsseogu.go.kr/board/view.do?boardId=BBS_0000039&menuCd=DOM_000000103001012000&orderBy=REGISTER_DATE%20DESC&paging=ok&startPage=1&dataSid=274202 | 7월 식중독 주의정보 및 식품안전 소식지 7월 식중독 주의정보 및 식품안전 소식지 입니다. 2026.07.08 환경위생과 조회수 : 36 / 2026-07-08 / https://www.bsseogu.go.kr/board/view.do?boardId=BBS_0000039&menuCd=DOM_000000103001012000&orderBy=REGISTER_DATE%20DESC&paging=ok&startPage=1&dataSid=274171","1894"
"LGS-000030","부산광역시","동구","동구청","http://www.bsdonggu.go.kr/board/list.donggu?boardId=BBS_0000023&menuCd=DOM_000000103001001000&contentsSid=276","PASS","HEURISTIC_NOTICE","13","13","0","200","","","공영주차장 승용차 5부제 시행 및 제외 주차장 알림 / 2026-04-09 / https://www.bsdonggu.go.kr/board/view.donggu?boardId=BBS_0000023&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=5089085 | 2026년 동구 의료요양 통합돌봄 지원사업 안내 / 2026-04-01 / https://www.bsdonggu.go.kr/board/view.donggu?boardId=BBS_0000023&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=5088677 | 한복 착용 시 <반 고흐 레플리카전시> 관람료 50% 할인 / 2026-02-10 / https://www.bsdonggu.go.kr/board/view.donggu?boardId=BBS_0000023&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=5085307","1934"
"LGS-000031","부산광역시","영도구","영도구청","http://www.yeongdo.go.kr/00000/00007/00008.web","PASS","HEURISTIC_NOTICE","1","1","0","200","","","2026년 핑크 문화데이 안내(임산부 ,영유아 가정) 새 글 부산광역시에서 운영하는 임산부와 영유아 가정을 위한 육아 친화 문화 행사「핑크문화데이」를 안내합니다. ○ 프로그램 상세 구분 프로그램명 일시 ... 2026-07-09 보건행정과 조회수 : 60 / 2026-07-09 / https://www.yeongdo.go.kr/00000/00007/00008.web?gcode=1175&idx=332954&amode=view&","731"
"LGS-000032","부산광역시","부산진구","부산진구청","https://www.busanjin.go.kr/board/list.busanjin?boardId=BBS_0000009&menuCd=DOM_000000110001001000&contentsSid=316&cpath=","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","877"
"LGS-000033","부산광역시","동래구","동래구청","http://www.dongnae.go.kr/board/list.dongnae?boardId=BBS_0000012&menuCd=DOM_000000103001001000&contentsSid=41&cpath=","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","2381"
"LGS-000034","부산광역시","남구","남구청","http://www.bsnamgu.go.kr/board/list.namgu?boardId=BBS_0000001&menuCd=DOM_000000105001001000&contentsSid=136&cpath=","FAILED","","0","0","0","","NETWORK_ERROR","HTTP/1.1 header parser received no bytes","","114"
"LGS-000035","부산광역시","북구","북구청","https://www.bsbukgu.go.kr/board/list.bsbukgu?boardId=BBS_0000023&menuCd=DOM_000000105001001000&contentsSid=368&cpath=","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","992"
"LGS-000036","부산광역시","해운대구","해운대구청","http://www.haeundae.go.kr/board/list.do?boardId=BBS_0000038&menuCd=DOM_000000104001001000&contentsSid=100","PASS","HEURISTIC_NOTICE","12","12","0","200","","","중장년 스마트폰 활용교육 「내 손 안의 효자」 신청 안.. / 2026-07-10 / http://www.haeundae.go.kr/board/view.do?boardId=BBS_0000038&menuCd=DOM_000000104001001000&paging=ok&startPage=1&dataSid=3170365 | 중1동체육회 생활체육 운영지원사업 「기초 필라테스 교실.. / 2026-07-10 / http://www.haeundae.go.kr/board/view.do?boardId=BBS_0000038&menuCd=DOM_000000104001001000&paging=ok&startPage=1&dataSid=3170363 | 민영주택[두산위브더제니스 대연]장애인 특별공급 기관추천.. / 2026-07-08 / http://www.haeundae.go.kr/board/view.do?boardId=BBS_0000038&menuCd=DOM_000000104001001000&paging=ok&startPage=1&dataSid=3170230","1812"
"LGS-000037","부산광역시","사하구","사하구청","http://www.saha.go.kr/portal/bbs/list.do?ptIdx=22&mId=0301010000","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","1904"
"LGS-000038","부산광역시","금정구","금정구청","http://www.geumjeong.go.kr/board/list.geumj?boardId=BBS_0000004&menuCd=DOM_000000124002001000&contentsSid=3855&cpath=","PASS","SPRING_BBS","13","13","0","200","","","2026년 AI디지털배움터 파견교육 신청 안내 / 2026-06-23 / https://www.geumjeong.go.kr/board/view.geumj?boardId=BBS_0000004&menuCd=DOM_000000124002001000&paging=ok&startPage=1&categoryCode2=1&dataSid=979352 | AI디지털배움터 교육생모집 안내 / 2026-06-23 / https://www.geumjeong.go.kr/board/view.geumj?boardId=BBS_0000004&menuCd=DOM_000000124002001000&paging=ok&startPage=1&categoryCode2=1&dataSid=979345 | 2026년 사랑의 그린PC 보급 신청 안내 / 2026-05-26 / https://www.geumjeong.go.kr/board/view.geumj?boardId=BBS_0000004&menuCd=DOM_000000124002001000&paging=ok&startPage=1&categoryCode2=1&dataSid=978570","3870"
"LGS-000039","부산광역시","강서구","강서구청","https://www.bsgangseo.go.kr/portal/board/post/list.do?bcIdx=500&mid=0501010000&token=1739334701754","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","826"
"LGS-000040","부산광역시","연제구","연제구청","http://www.yeonje.go.kr/inews/main.do","PARSER_UNSUPPORTED","SAEOL_GOSI","0","0","0","200","","","","523"
"LGS-000041","부산광역시","수영구","수영구청","http://www.suyeong.go.kr/board/list.suyeong?boardId=BBS_0000001&menuCd=DOM_000000103001001000&contentsSid=221","PASS","SPRING_BBS","31","31","0","200","","","2026 부산광역시 하반기 전세사기피해주택 시설개선 지원사업 안내 / 2026-07-09 / https://www.suyeong.go.kr/dong/board/view.suyeong?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=365300 | ★지구별마켓(수변공원 어린이 벼룩시장) 개최 알림★ / 2026-07-08 / https://www.suyeong.go.kr/dong/board/view.suyeong?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=365226 | 2026년 7월 AI디지털배움터 교육과정 안내 / 2026-07-08 / https://www.suyeong.go.kr/dong/board/view.suyeong?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=365184","3345"
"LGS-000042","부산광역시","사상구","사상구청","https://www.sasang.go.kr/news/index.sasang","PARSER_UNSUPPORTED","SAEOL_GOSI","0","0","0","200","","","","197"
"LGS-000043","부산광역시","기장군","기장군청","http://www.gijang.go.kr/board/list.gijang?boardId=BBS_0000002&menuCd=DOM_000000101001001000&contentsSid=12&cpath=","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","1813"
"LGS-000044","대구광역시","대구광역시","대구광역시청","https://www.daegu.go.kr/index.do?menu_id=00000854","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","683"
"LGS-000045","대구광역시","중구","중구청","http://www.jung.daegu.kr/new/pages/administration/page.html?mc=0157","FAILED","","0","0","0","","NETWORK_ERROR","HTTP/1.1 header parser received no bytes","","119"
"LGS-000046","대구광역시","동구","동구청","https://www.dong.daegu.kr/portal/board/post/list.do?bcIdx=500&mid=0201010000&token=1706162215124","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","359"
"LGS-000047","대구광역시","서구","서구청","https://www.dgs.go.kr/portal/board/post/list.do?bcIdx=566&mid=0601010000&token=1747370338925","PASS","SPRING_BBS","14","13","1","200","","","공군 제11전투비행단 '26년 7월 야간비행훈련 계획 안내 / 2026-06-26 / https://www.dgs.go.kr/portal/board/post/view.do?bcIdx=566&mid=0601010000&idx=251136 | 「2026년도 지역특화형 비자사업」 지역 우수인재 및 외국 국적동포 모집 공고 / 2026-01-02 / https://www.dgs.go.kr/portal/board/post/view.do?bcIdx=566&mid=0601010000&idx=249127 | [주의] 공무원 사칭 사기 피해 주의 안내 / 2025-11-13 / https://www.dgs.go.kr/portal/board/post/view.do?bcIdx=566&mid=0601010000&idx=248496","2402"
"LGS-000048","대구광역시","남구","남구청","https://nam.daegu.kr/index.do?menu_id=00000848","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","581"
"LGS-000049","대구광역시","북구","북구청","http://www.buk.daegu.kr/index.do?menu_id=00000195","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","6276"
"LGS-000050","대구광역시","수성구","수성구청","https://www.suseong.kr/?menu_id=00000063","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","979"
"LGS-000051","대구광역시","달서구","달서구청","https://dalseo.daegu.kr/?menu_id=10000102","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","2022"
"LGS-000052","대구광역시","달성군","달성군청","https://www.dalseong.daegu.kr/index.do?menu_id=00000194","PARSER_UNSUPPORTED","SAEOL_GOSI","0","0","0","200","","","","404"
"LGS-000053","대구광역시","군위군","군위군청","https://www.gunwi.go.kr/ko/page.do?mnu_uid=101&","PARSER_UNSUPPORTED","HEURISTIC_NOTICE","0","0","0","200","","","","706"
"LGS-000054","인천광역시","인천광역시","인천광역시청","https://www.incheon.go.kr/IC010101","PASS","SPRING_BBS","11","11","0","200","","","공무원 사칭 물품 구매 사기(보이스피싱) 주의 / 2026-07-03 / https://www.incheon.go.kr/IC010101/view?nttNo=2045968&curPage=1 | 시 주간행사계획(7.13.~7.19.) / 2026-07-10 / https://www.incheon.go.kr/IC010101/view?nttNo=2045993&curPage=1 | 인천사랑상품권 캐시백 일시 중단 안내 / 2026-07-10 / https://www.incheon.go.kr/IC010101/view?nttNo=2045992&curPage=1","1279"
"LGS-000055","인천광역시","제물포구","제물포구청","https://www.jemulpo.go.kr/main/information/news/notice.jsp","PASS","SPRING_BBS","10","9","1","200","","","행정체제 개편에 따른 전화번호 변경 안내(7. 6.) / 2026-07-03 / https://www.jemulpo.go.kr/main/bbs/bbsMsgDetail.do?msg_seq=59258&bcd=notice | 2026년 침수방지시설 지원사업 안내 / 2026-07-07 / https://www.jemulpo.go.kr/main/bbs/bbsMsgDetail.do?msg_seq=59270&bcd=notice | 제물포구 청년 웰컴페이(이사비) 지원사업 신청 안내 / 2026-07-07 / https://www.jemulpo.go.kr/main/bbs/bbsMsgDetail.do?msg_seq=59267&bcd=notice","360"
"LGS-000056","인천광역시","영종구","영종구청","https://yeongjong.go.kr/main/pst/list.do?pst_id=mn_ntc","PASS","SPRING_BBS","10","10","0","200","","","제6회 공항일자리 채용의 날 NEW새로운 글 / 2026-07-06 / https://www.yeongjong.go.kr/main/pst/view.do?pst_id=mn_ntc&pst_sn=332033&search=c2xUTFRHb29DZVZtaUxhRGVtSk1XQT09 | [이벤트] 영종구는 처음이지? / 2026-07-01 / https://www.yeongjong.go.kr/main/pst/view.do?pst_id=mn_ntc&pst_sn=331941&search=c2xUTFRHb29DZVZtaUxhRGVtSk1XQT09 | 2026년 1월 1일 기준 개별공시지가 재결정 / 2026-06-26 / https://www.yeongjong.go.kr/main/pst/view.do?pst_id=mn_ntc&pst_sn=331842&search=c2xUTFRHb29DZVZtaUxhRGVtSk1XQT09","1300"
"LGS-000057","인천광역시","미추홀구","미추홀구청","https://www.michuhol.go.kr/main/board/list.do?board_code=board_1","PASS","SPRING_BBS","10","10","0","200","","","미추홀구 주간행사계획 [2026. 7. 13.(월) ~ 2026. 7. 19.(일)] / 2026-07-10 / https://www.michuhol.go.kr/main/board/view.do?sq=309727&board_code=board_1&search=eyJib2FyZF9jb2RlIjoiYm9hcmRfMSJ9 | 2026년도 라돈 무료측정 및 저감 컨설팅 사업 홍보 / 2026-07-10 / https://www.michuhol.go.kr/main/board/view.do?sq=309721&board_code=board_1&search=eyJib2FyZF9jb2RlIjoiYm9hcmRfMSJ9 | [헌혈] 기증헌혈증서 지원제도 안내 / 2026-07-09 / https://www.michuhol.go.kr/main/board/view.do?sq=309658&board_code=board_1&search=eyJib2FyZF9jb2RlIjoiYm9hcmRfMSJ9","727"
