관리코드,시도,시군구,기관명,URL,QA상태,추천파서,발견,유효,무효,HTTP,오류코드,오류메시지,표본,응답시간ms
"LGS-000011","서울특별시","도봉구","도봉구청","https://www.dobong.go.kr/bbs.asp?code=10008769","PARSER_UNSUPPORTED","SAFE_YANGCHEON_SEOL","0","0","0","200","","","","1815"
"LGS-000012","서울특별시","노원구","노원구청","https://www.nowon.kr/www/user/bbs/BD_selectBbsList.do?q_bbsCode=1001&q_estnColumn1=11","PARSER_UNSUPPORTED","SAFE_YANGCHEON_SEOL","0","0","0","200","","","","1800"
"LGS-000013","서울특별시","은평구","은평구청","https://www.ep.go.kr/dong/selectBbsNttList.do?bbsNo=42","FAILED","","0","0","0","417","HTTP_ERROR","HTTP 417","","86"
"LGS-000014","서울특별시","서대문구","서대문구청","https://www.sdm.go.kr/news/news/notice.do","PARSER_UNSUPPORTED","SAFE_YANGCHEON_SEOL","0","0","0","200","","","","1128"
"LGS-000015","서울특별시","마포구","마포구청","https://www.mapo.go.kr/","PASS","HEURISTIC_NOTICE","22","22","0","200","","","2026년 마포구 여름방학 영어캠프 안내 / 2026-07-06 / https://www.mapo.go.kr/site/main/board/notice/276439 | 2026년 장애인복지유공자 표창 대상자 추천 안내 / 2026-07-10 / https://www.mapo.go.kr/site/main/board/notice/276725 | 2026년 AI 디지털배움터 8월 교육 안내 / 2026-07-08 / https://www.mapo.go.kr/site/main/board/notice/276606","1698"
"LGS-000016","서울특별시","양천구","양천구청","https://www.yangcheon.go.kr/site/yangcheon/ex/seol/seolCollectList.do","PASS","SAFE_YANGCHEON_SEOL","10","10","0","200","","","신월3동 지역자율방재단 추가 모집 공고 / 2026-07-13 / https://www.yangcheon.go.kr/site/yangcheon/ex/seol/seolContentDeailView.do?not_ancmt_mgt_no=47490 | 법규위반 사업용차량 행정처분 통보 공시송달 공고 / 2026-07-13 / https://www.yangcheon.go.kr/site/yangcheon/ex/seol/seolContentDeailView.do?not_ancmt_mgt_no=47481 | 사업용차량(택시) 법규위반 행정처분 결과 공시송달 공고 / 2026-07-13 / https://www.yangcheon.go.kr/site/yangcheon/ex/seol/seolContentDeailView.do?not_ancmt_mgt_no=47480","864"
"LGS-000017","서울특별시","강서구","강서구청","https://www.gangseo.seoul.kr/eco/eco060101","PARSER_UNSUPPORTED","SAFE_YANGCHEON_SEOL","0","0","0","200","","","","321"
"LGS-000018","서울특별시","구로구","구로구청","https://www.guro.go.kr/www/selectBbsNttList.do?bbsNo=662&key=1790&pageIndex=1&pageUnit=10&searchCnd=SJ&searchKrwd=%EC%86%8C%EC%83%81%EA%B3%B5%EC%9D%B8","PASS","HEURISTIC_NOTICE","10","10","0","200","","","2026년 구로구 소상공인 디지털 역량강화 교육 수강생 모집 / 2026-06-08 / https://www.guro.go.kr/www/selectBbsNttView.do?bbsNo=662&nttNo=234928&&pageUnit=10&searchCnd=SJ&searchKrwd=%EC%86%8C%EC%83%81%EA%B3%B5%EC%9D%B8&key=1790&pageIndex=1 | (~5.8.)「소상공인 LP가스시설 개선사업」 안내 / 2026-04-29 / https://www.guro.go.kr/www/selectBbsNttView.do?bbsNo=662&nttNo=233475&&pageUnit=10&searchCnd=SJ&searchKrwd=%EC%86%8C%EC%83%81%EA%B3%B5%EC%9D%B8&key=1790&pageIndex=1 | [2026년 소상공인 새 길 여는 폐업지원] 지원대상 모집 / 2026-04-13 / https://www.guro.go.kr/www/selectBbsNttView.do?bbsNo=662&nttNo=232330&&pageUnit=10&searchCnd=SJ&searchKrwd=%EC%86%8C%EC%83%81%EA%B3%B5%EC%9D%B8&key=1790&pageIndex=1","1902"
"LGS-000019","서울특별시","금천구","금천구청","https://www.geumcheon.go.kr/portal/selectBbsNttList.do?bbsNo=150682&key=4099","PARTIAL","SPRING_BBS","30","21","9","200","","","2026 서울시 외식업 경영혁신 컨설팅 지원사업 / 2026-05-18 / https://www.geumcheon.go.kr/portal/selectBbsNttView.do?key=4099&bbsNo=150682&nttNo=269256&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&integrDeptCode= | 2026년 소상공인 불공정거래 피해구제 지원 시행공고 / 2026-04-10 / https://www.geumcheon.go.kr/portal/selectBbsNttView.do?key=4099&bbsNo=150682&nttNo=268397&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&integrDeptCode= | ｢2026년 소상공인(개인사업자) 비즈플러스카드 지원사업｣ 시행 공고 / 2026-03-23 / https://www.geumcheon.go.kr/portal/selectBbsNttView.do?key=4099&bbsNo=150682&nttNo=268087&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&integrDeptCode=","496"
"LGS-000020","서울특별시","영등포구","영등포구청","https://www.ydp.go.kr/www/contents.do?key=3336","PARSER_UNSUPPORTED","SAFE_YANGCHEON_SEOL","0","0","0","200","","","","226"
"LGS-000021","서울특별시","동작구","동작구청","https://www.dongjak.go.kr/portal/bbs/B0000022/list.do?menuNo=200641","PASS","SPRING_BBS","10","10","0","200","","","주간구인 - 478호 / 2026-07-13 / https://www.dongjak.go.kr/portal/bbs/B0000022/view.do?nttId=10756221&menuNo=200641&pageIndex=1 | 2026. 진로직업체험교육사업 여름방학 특강 교육과정 참가자 모집 안내 / 2026-07-13 / https://www.dongjak.go.kr/portal/bbs/B0000022/view.do?nttId=10756215&menuNo=200641&pageIndex=1 | 2026년 서울특별시 중점 공회전 제한장소 변경지정 안내 / 2026-07-13 / https://www.dongjak.go.kr/portal/bbs/B0000022/view.do?nttId=10756211&menuNo=200641&pageIndex=1","2367"
"LGS-000022","서울특별시","관악구","관악구청","https://www.gwanak.go.kr/site/gwanak/09/10905100000002023020811.jsp","PARSER_UNSUPPORTED","SAFE_YANGCHEON_SEOL","0","0","0","200","","","","290"
"LGS-000023","서울특별시","서초구","서초구청","https://www.seocho.go.kr/site/seocho/04/10409100000002021072101.jsp","PARSER_UNSUPPORTED","SAEOL_GOSI","0","0","0","200","","","","486"
"LGS-000024","서울특별시","강남구","강남구청","https://www.gangnam.go.kr/board/B_000001/list.do?mid=ID05_040101","PASS","SAEOL_GOSI","10","10","0","200","","","세곡보건지소 [파크노르딕워킹] 하반기 참여자 모집 / 2026-07-13 / https://www.gangnam.go.kr/board/B_000001/1076536/view.do?mid=ID05_040101 | 세곡보건지소 건강교실 【건강수명플러스아카데미 】 하반기 참여자 모집 / 2026-07-13 / https://www.gangnam.go.kr/board/B_000001/1076535/view.do?mid=ID05_040101 | 전기차 화재 대응 안전교육 안내 / 2026-07-13 / https://www.gangnam.go.kr/board/B_000001/1076533/view.do?mid=ID05_040101","528"
"LGS-000025","서울특별시","송파구","송파구청","https://www.songpa.go.kr/www/selectGosiList.do?key=2776","PASS","SAEOL_GOSI","10","10","0","200","","","건설업 과태료 처분 공고 / 2026-07-13 / https://www.songpa.go.kr/www/selectGosiData.do?not_ancmt_mgt_no=33260&searchCnd=all&searchKrwd=&pageIndex=1&key=2776 | 자활사업 조건불이행 생계급여 및 자활사업 참여 중지 사전 통보(3차)-최종 반송분 공시 송달 / 2026-07-13 / https://www.songpa.go.kr/www/selectGosiData.do?not_ancmt_mgt_no=33273&searchCnd=all&searchKrwd=&pageIndex=1&key=2776 | 건설업 폐업신고 의한 등록말소 공고 / 2026-07-13 / https://www.songpa.go.kr/www/selectGosiData.do?not_ancmt_mgt_no=33274&searchCnd=all&searchKrwd=&pageIndex=1&key=2776","553"
"LGS-000026","서울특별시","강동구","강동구청","https://www.gangdong.go.kr/web/newportal/contents/gdp_005_008_004_002_001","PARSER_UNSUPPORTED","SAFE_YANGCHEON_SEOL","0","0","0","200","","","","448"
"LGS-000027","부산광역시","부산광역시","부산광역시청","http://www.busan.go.kr/nbnews","PASS","SPRING_BBS","11","11","0","200","","","부산시, 시민의 삶을 지키는 민생 100일 비상조치 추진 / 2026-07-02 / https://www.busan.go.kr/nbnews/1738221?curPage=&srchBeginDt=2025-07-13&srchEndDt=2026-07-13&searchKey=&searchText= | 2026년 제1회 일대일 창업 컨설팅 신청 안내 / 2026-07-13 / https://www.busan.go.kr/nbnews/1740553?curPage=&srchBeginDt=2025-07-13&srchEndDt=2026-07-13&srchKey=&srchText= | 부산 생활권계획(원도심권) 시민참여단 추가 모집(남구) / 2026-07-13 / https://www.busan.go.kr/nbnews/1740528?curPage=&srchBeginDt=2025-07-13&srchEndDt=2026-07-13&srchKey=&srchText=","900"
"LGS-000028","부산광역시","중구","중구청","http://www.bsjunggu.go.kr/board/list.junggu?boardId=BBS_0000001&menuCd=DOM_000000103001001000&contentsSid=101","PASS","HEURISTIC_NOTICE","10","10","0","200","","","2026년 하반기 찾아가는 칼갈이 수리센터 운영 안내 / 2026-07-09 / https://www.bsjunggu.go.kr/board/view.junggu?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=257265 | 2026년 핑크문화데이 운영 안내(7~8월) / 2026-07-09 / https://www.bsjunggu.go.kr/board/view.junggu?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=257247 | 「2026년 지진안전 AI 영상 공모전」개최 알림 / 2026-07-08 / https://www.bsjunggu.go.kr/board/view.junggu?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=257230","535"
"LGS-000029","부산광역시","서구","서구청","http://www.bsseogu.go.kr/board/list.bsseogu?boardId=BBS_0000039&menuCd=DOM_000000103001012000&contentsSid=877&cpath=","PARTIAL","GENERIC_LIST","510","8","502","200","","","관내 공동주택 승강기 안전사고 예방을 위한 안전 신호등 설치 홍보 1. 시 건축정책과-6059(2026.4.13.)호와 관련입니다. 2.「시장 지시 사항 제6호」에 따라 승강기 이용자의 시인성 확보 및 출입문 부딪힘·끼임 사고 방지를 위해 『승강기 출입문 안전 신호등 설치 사업』을 시민 편익으로 연결될 수 있도록 홍보코자 합니다. ㅁ목적 ·승강기 출입문의 개폐 상태를 시각·청각적으로 안내하여 노약자 및 교통약자의 충돌 사고를 예방하고 이용 편의 증진 ㅁ내용 ·공동주택 내 승강기 신규 설치 및 노후 승강기 교체(정밀안전검사 대상 승강기 안전 부품 교체 포함) 시, ‘승강기 출입문 안전 신호등’과 같은 안전 보조 시스템의 추가 설치를 권고 2026.07.09 일자리경제과 조회수 : 43 / 2026-07-09 / https://www.bsseogu.go.kr/board/view.do?boardId=BBS_0000039&menuCd=DOM_000000103001012000&orderBy=REGISTER_DATE%20DESC&paging=ok&startPage=1&dataSid=274203 | 승강기 사고배상 책임보험 의무가입 안내 승강기 사고배상 책임보험 의무가입 ○ 목 적 : 승강기 안전관리 강화를 위하여 관리주체에게 승강기의 사고로 승강기 이용자 등 다른 사람의 생명·신체 또는 재산상의 손해를 발생하는 경우 그 손해에 대한 배상을 보장하기 위한 보험가입을 의무화 함. ○ 관련법규 : 승강기안전관리법 제30조 및 같은 법 부칙 제8조 ○ 의무가입 대상 : 관리주체 ○ 가입시기 : 1. 승강기안전관리법 제28조제1항에 따른설치검사를 받은 날 2.관리주체가 변경된 경우 그 변경된 날 3.책임보험의 만료일 이내 ○ 보험종류 : 승강기 사고배상 책임보험 등 ○ 행정처분 : 보험 미가입 시(승강기 안전관리법 제82조제2항제12호) 500만원 이하 과태료 첨부 : 법령 및 안내문 1부 문의 : 서구청 일자리경제과 ☎051-240-5623 2026.07.09 일자리경제과 조회수 : 42 / 2026-07-09 / https://www.bsseogu.go.kr/board/view.do?boardId=BBS_0000039&menuCd=DOM_000000103001012000&orderBy=REGISTER_DATE%20DESC&paging=ok&startPage=1&dataSid=274202 | 7월 식중독 주의정보 및 식품안전 소식지 7월 식중독 주의정보 및 식품안전 소식지 입니다. 2026.07.08 환경위생과 조회수 : 76 / 2026-07-08 / https://www.bsseogu.go.kr/board/view.do?boardId=BBS_0000039&menuCd=DOM_000000103001012000&orderBy=REGISTER_DATE%20DESC&paging=ok&startPage=1&dataSid=274171","2057"
"LGS-000030","부산광역시","동구","동구청","http://www.bsdonggu.go.kr/board/list.donggu?boardId=BBS_0000023&menuCd=DOM_000000103001001000&contentsSid=276","PASS","HEURISTIC_NOTICE","25","25","0","200","","","공영주차장 승용차 5부제 시행 및 제외 주차장 알림 / 2026-04-09 / https://www.bsdonggu.go.kr/board/view.donggu?boardId=BBS_0000023&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=5089085 | 공영주차장 승용차 5부제 시행 및 제외 주차장 알림 / 2026-04-09 / https://www.bsdonggu.go.kr/board/view.donggu?boardId=BBS_0000023&menuCd=DOM_000000103001001000&startPage=1&dataSid=5089085 | 2026년 동구 의료요양 통합돌봄 지원사업 안내 / 2026-04-01 / https://www.bsdonggu.go.kr/board/view.donggu?boardId=BBS_0000023&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=5088677","984"
"LGS-000031","부산광역시","영도구","영도구청","http://www.yeongdo.go.kr/00000/00007/00008.web","PASS","HEURISTIC_NOTICE","2","2","0","200","","","「2026 세대분야 현장형 국민대화 경상권·수도권 토론회 」개최 알림 새 글 / 2026-07-10 / https://www.yeongdo.go.kr/00000/00007/?gcode=1025&idx=332972&amode=view& | [여름밤을 채우는 인문학] 부산을 듣다: 대중가요가 들려주는 부산 / 2026-07-09 / https://www.yeongdo.go.kr/00000/00007/?gcode=1136&idx=332960&amode=view&","1059"
"LGS-000032","부산광역시","부산진구","부산진구청","https://www.busanjin.go.kr/board/list.busanjin?boardId=BBS_0000009&menuCd=DOM_000000110001001000&contentsSid=316&cpath=","PASS","SPRING_BBS","10","10","0","200","","","2026년 8월 한방 愛 찾아가는 건강주치의 사업 운영 일정 / 2026-07-13 / https://www.busanjin.go.kr/board/view.busanjin?boardId=BBS_0000009&menuCd=DOM_000000110001001000&paging=ok&startPage=1&dataSid=3968494 | 2026년 동물등록 자진신고 및 집중단속기간 운영 안내 / 2026-07-10 / https://www.busanjin.go.kr/board/view.busanjin?boardId=BBS_0000009&menuCd=DOM_000000110001001000&paging=ok&startPage=1&dataSid=3968342 | 『2026 부산진구 드림스타트』 신청 안내 / 2026-07-10 / https://www.busanjin.go.kr/board/view.busanjin?boardId=BBS_0000009&menuCd=DOM_000000110001001000&paging=ok&startPage=1&dataSid=3968305","839"
"LGS-000033","부산광역시","동래구","동래구청","http://www.dongnae.go.kr/board/list.dongnae?boardId=BBS_0000012&menuCd=DOM_000000103001001000&contentsSid=41&cpath=","PASS","SPRING_BBS","10","10","0","200","","","'부산광역시 성평등정책 실태 및 시민체감도 향상 방안' 연구 초점집단면접조사 참여자 모집 / 2026-07-13 / https://www.dongnae.go.kr/board/view.dongnae?boardId=BBS_0000012&menuCd=DOM_000000103001001000&startPage=1&dataSid=896644 | [성평등가족부] 슬기로운 가족생활 '맞춤형 가족관계교육' 운영(매월 셋째주) / 2026-07-13 / https://www.dongnae.go.kr/board/view.dongnae?boardId=BBS_0000012&menuCd=DOM_000000103001001000&startPage=1&dataSid=896641 | 2026년 건강생활지원센터 체력단련실 2기 회원 모집 / 2026-07-13 / https://www.dongnae.go.kr/board/view.dongnae?boardId=BBS_0000012&menuCd=DOM_000000103001001000&startPage=1&dataSid=896638","2810"
"LGS-000034","부산광역시","남구","남구청","http://www.bsnamgu.go.kr/board/list.namgu?boardId=BBS_0000001&menuCd=DOM_000000105001001000&contentsSid=136&cpath=","FAILED","","0","0","0","","NETWORK_ERROR","HTTP/1.1 header parser received no bytes","","122"
"LGS-000035","부산광역시","북구","북구청","https://www.bsbukgu.go.kr/board/list.bsbukgu?boardId=BBS_0000023&menuCd=DOM_000000105001001000&contentsSid=368&cpath=","PASS","SPRING_BBS","12","12","0","200","","","고유가 피해지원금 2차 지급 안내(5.18. ~ 7.3.) / 2026-05-15 / https://www.bsbukgu.go.kr/board/view.bsbukgu?boardId=BBS_0000023&menuCd=DOM_000000105001001000&paging=ok&startPage=1&dataSid=1103862 | 「고유가 피해지원금」대상 여부, 국민비서에서 확인하세요! / 2026-05-13 / https://www.bsbukgu.go.kr/board/view.bsbukgu?boardId=BBS_0000023&menuCd=DOM_000000105001001000&paging=ok&startPage=1&dataSid=1103817 | 2026년 부산광역시 건설기술교육원 하반기 교육생 모집 / 2026-07-09 / https://www.bsbukgu.go.kr/board/view.bsbukgu?boardId=BBS_0000023&menuCd=DOM_000000105001001000&paging=ok&startPage=1&dataSid=1105259","890"
"LGS-000036","부산광역시","해운대구","해운대구청","http://www.haeundae.go.kr/board/list.do?boardId=BBS_0000038&menuCd=DOM_000000104001001000&contentsSid=100","PASS","HEURISTIC_NOTICE","14","14","0","200","","","2027년 노후 공동주택 주차장 설치지원 사업 시행 알.. / 2026-07-13 / http://www.haeundae.go.kr/board/view.do?boardId=BBS_0000038&menuCd=DOM_000000104001001000&paging=ok&startPage=1&dataSid=3170473 | 2026년 6월분 재활용품 수집전표 게시 / 2026-07-13 / http://www.haeundae.go.kr/board/view.do?boardId=BBS_0000038&menuCd=DOM_000000104001001000&paging=ok&startPage=1&dataSid=3170455 | 「2026 해운대구 인구정책 숏폼 공모전」 안내 / 2026-07-13 / http://www.haeundae.go.kr/board/view.do?boardId=BBS_0000038&menuCd=DOM_000000104001001000&paging=ok&startPage=1&dataSid=3170452","2276"
"LGS-000037","부산광역시","사하구","사하구청","http://www.saha.go.kr/portal/bbs/list.do?ptIdx=22&mId=0301010000","PASS","SAFE_BOARD_VIEW","10","10","0","200","","","7월 정보보호의 달 「정보보안 캠페인」 실시 안내 / 2026-07-13 / http://www.saha.go.kr/portal/bbs/view.do?mId=0301010000&bIdx=153420&ptIdx=22 | 제28회 부산광역시장배 전국바둑대회 안내 / 2026-07-10 / http://www.saha.go.kr/portal/bbs/view.do?mId=0301010000&bIdx=153399&ptIdx=22 | (부산시)청렴부산 숏폼 영상 공모전 알림 / 2026-07-09 / http://www.saha.go.kr/portal/bbs/view.do?mId=0301010000&bIdx=153390&ptIdx=22","1901"
"LGS-000038","부산광역시","금정구","금정구청","http://www.geumjeong.go.kr/board/list.geumj?boardId=BBS_0000004&menuCd=DOM_000000124002001000&contentsSid=3855&cpath=","PASS","SPRING_BBS","13","13","0","200","","","2026년 AI디지털배움터 파견교육 신청 안내 / 2026-06-23 / https://www.geumjeong.go.kr/board/view.geumj?boardId=BBS_0000004&menuCd=DOM_000000124002001000&paging=ok&startPage=1&categoryCode2=1&dataSid=979352 | AI디지털배움터 교육생모집 안내 / 2026-06-23 / https://www.geumjeong.go.kr/board/view.geumj?boardId=BBS_0000004&menuCd=DOM_000000124002001000&paging=ok&startPage=1&categoryCode2=1&dataSid=979345 | 2026년 사랑의 그린PC 보급 신청 안내 / 2026-05-26 / https://www.geumjeong.go.kr/board/view.geumj?boardId=BBS_0000004&menuCd=DOM_000000124002001000&paging=ok&startPage=1&categoryCode2=1&dataSid=978570","2116"
"LGS-000039","부산광역시","강서구","강서구청","https://www.bsgangseo.go.kr/portal/board/post/list.do?bcIdx=500&mid=0501010000&token=1739334701754","PASS","SAFE_YH_BOARD_POST","13","13","0","200","","","2026년 여름철 복지위기가구 집중 발굴·지원 안내 / 2026-07-08 / https://www.bsgangseo.go.kr/portal/board/post/view.do?bcIdx=500&mid=0501010000&idx=408999 | 2026년 강동동행정복지센터 찾아가는 이동식 그냥드림(취약계층 먹거리 기본 보장) 사업 운영 안내 / 2026-05-19 / https://www.bsgangseo.go.kr/portal/board/post/view.do?bcIdx=500&mid=0501010000&idx=408279 | 관내 응급의료시설 운영 종료에 따른 인근 응급의료기관(시설) 안내 / 2026-05-11 / https://www.bsgangseo.go.kr/portal/board/post/view.do?bcIdx=500&mid=0501010000&idx=408188","816"
"LGS-000040","부산광역시","연제구","연제구청","https://www.yeonje.go.kr/portal/bbs/list.do?ptIdx=10&mId=0206010000","PASS","SPRING_BBS","11","11","0","200","","","2026년 보건소 제1진료실 기간제근로자(간호사) 채용 공고 / 2026-06-16 / https://www.yeonje.go.kr/portal/bbs/view.do?bIdx=130635&ptIdx=10 | 2026년 식품위생안심업소(위생등급제) 컨설팅 지원사업 모집 / 2026-07-13 / https://www.yeonje.go.kr/portal/bbs/view.do?bIdx=130960&ptIdx=10 | 2026년 제30회 민원봉사대상 수상후보자 공적 게시 / 2026-07-10 / https://www.yeonje.go.kr/portal/bbs/view.do?bIdx=130946&ptIdx=10","2149"
"LGS-000041","부산광역시","수영구","수영구청","http://www.suyeong.go.kr/board/list.suyeong?boardId=BBS_0000001&menuCd=DOM_000000103001001000&contentsSid=221","PASS","SPRING_BBS","28","28","0","200","","","2026 부산광역시 하반기 전세사기피해주택 시설개선 지원사업 안내 / 2026-07-09 / https://www.suyeong.go.kr/board/view.suyeong?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=365300 | 2026년 7월 AI디지털배움터 교육과정 안내 / 2026-07-08 / https://www.suyeong.go.kr/board/view.suyeong?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=365184 | <새수영> 수영구 축제를 즐긴 사진과 사연을 보내주세요(7.15.마감) / 2026-07-07 / https://www.suyeong.go.kr/board/view.suyeong?boardId=BBS_0000001&menuCd=DOM_000000103001001000&paging=ok&startPage=1&dataSid=365088","3894"
"LGS-000042","부산광역시","사상구","사상구청","https://www.sasang.go.kr/board/list.sasang?boardId=BBS_0000001&menuCd=DOM_000000104008001000&startPage=1","PASS","HEURISTIC_NOTICE","10","10","0","200","","","2026년 지역사회서비스 투자사업 이용자 추가 모집·선발 안내 / 2026-07-13 / https://www.sasang.go.kr/board/view.sasang?boardId=BBS_0000001&menuCd=DOM_000000104008001000&startPage=1&dataSid=564088 | 2026년 제12회 사상구 건축(해체전문)위원회 심의 결과 알림 / 2026-07-10 / https://www.sasang.go.kr/board/view.sasang?boardId=BBS_0000001&menuCd=DOM_000000104008001000&startPage=1&dataSid=563930 | 무연분묘 개장허가 사항 알림（경상남도 양산시） / 2026-07-10 / https://www.sasang.go.kr/board/view.sasang?boardId=BBS_0000001&menuCd=DOM_000000104008001000&startPage=1&dataSid=563913","685"
"LGS-000043","부산광역시","기장군","기장군청","http://www.gijang.go.kr/board/list.gijang?boardId=BBS_0000002&menuCd=DOM_000000101001001000&contentsSid=12&cpath=","PASS","HEURISTIC_NOTICE","10","10","0","200","","","1인 가구 커뮤니티 공간 「Cafe 休(휴)」 7월 운영 안내 / 2026-07-13 / https://www.gijang.go.kr/board/view.gijang?boardId=BBS_0000002&menuCd=DOM_000000101001001000&paging=ok&startPage=1&dataSid=247490 | 제3차 아동정책기본계획 아동용 안내서 / 2026-07-13 / https://www.gijang.go.kr/board/view.gijang?boardId=BBS_0000002&menuCd=DOM_000000101001001000&paging=ok&startPage=1&dataSid=247488 | 도시침수 에방 빗물받이 관리 홍보 / 2026-07-13 / https://www.gijang.go.kr/board/view.gijang?boardId=BBS_0000002&menuCd=DOM_000000101001001000&paging=ok&startPage=1&dataSid=247480","1476"
